CustomerID,Customer_Segment,Acquisition_Date,Age,Gender,Job_Category,Annual_Income,Education_Level,Marital_Status,Household_Size,Product,Quantity,Unit_Price,Discount_Applied,Payment_Method,Revenue,Customer_Lifetime_Value,Profit_Margin,Loyalty_Score,Loyalty_Tier,Customer_Satisfaction,Purchase_Frequency,Days_Since_Last_Purchase,Newsletter_Subscribed,Support_Tickets,Email_Open_Rate,Social_Media_Engagement,Purchase_Date,Purchase_Hour,Season,Is_Weekend,Days_to_Next_Purchase,Churned,Churn_Risk_Score,Return_Rate,Payment_Delay_Days,Customer_Acquisition_Cost,Marketing_Channel,First_Purchase_Channel,Net_Revenue,Revenue_per_Unit,CLV_to_CAC_Ratio,Engagement_Score,Profitability_Score,Age_Group,Revenue_Tier,Seasonal_Factor,Purchase_Month,Purchase_Quarter,Purchase_Year,Days_Since_Acquisition,Acquisition_Month,Cohort_Index
C08970,Regular,2023-08-02,64,Female,Retail,109578,Bachelor,Married,2,Product_E,1,24.77,0.035,Credit Card,3523,82989,0.031,42.2,Silver,3.5,24,17,1,0,0.589,0.372,2024-04-26,16,Spring,1,93,1,62.7,0.012,5,94,Email,App,3399.6949999999997,3523.0,882.86,0.679,1.16,60+,Premium,1.2,4,2,2024,268,2023-08,8
C08971,New,2023-02-13,36,Female,Education,62958,Bachelor,Married,2,Product_C,1,17.97,0.206,Credit Card,969,43734,0.668,45.9,Silver,3.1,1,25,0,1,0.226,0.238,2024-05-02,13,Summer,1,62,0,56.9,0.054,12,58,Search,App,769.3860000000001,969.0,754.03,0.326,11.16,31-45,High,0.9,5,2,2024,444,2023-02,15
C08972,Regular,2023-09-17,64,Female,Education,158787,Master,Divorced,5,Product_A,2,175.97,0.137,Bank Transfer,1805,82586,0.6,45.0,Silver,3.4,12,44,1,0,0.102,0.074,2024-07-29,14,Fall,0,28,1,58.2,0.004,16,93,Referral,Store,1557.715,902.5,888.02,0.429,11.65,60+,High,1.1,7,3,2024,316,2023-09,10
C08973,Regular,2023-05-20,32,Male,Healthcare,25000,Bachelor,Married,3,Product_D,2,44.0,0.203,PayPal,2474,9233,0.498,22.9,Bronze,2.9,7,70,1,1,0.561,0.205,2023-06-10,16,Fall,1,158,1,85.9,0.01,0,50,Email,Online,1971.7779999999998,1237.0,184.66,0.591,24.64,31-45,Premium,1.1,6,2,2023,21,2023-05,1
C08974,Regular,2023-07-01,61,Female,IT,82866,Master,Married,4,Product_A,3,232.88,0.056,PayPal,3090,24329,0.242,42.9,Silver,3.2,3,28,0,1,0.349,0.292,2024-06-02,13,Fall,1,84,1,61.6,0.017,2,55,Email,Online,2916.96,1030.0,442.35,0.377,13.6,60+,Premium,1.1,6,2,2024,337,2023-07,11
C08975,Regular,2023-04-24,54,Female,Manufacturing,81432,Master,Divorced,2,Product_C,1,57.51,0.247,Credit Card,1040,25657,0.662,16.5,Bronze,1.0,4,10,1,0,0.279,0.111,2023-02-27,18,Winter,0,80,0,90.3,0.015,0,105,Direct,Store,783.12,1040.0,244.35,0.512,6.56,46-60,High,1.4,2,1,2023,-56,2023-04,-2
C08976,Regular,2023-06-25,28,Female,Retail,132448,Bachelor,Single,3,Product_D,1,54.27,0.023,Bank Transfer,660,26612,0.231,22.5,Bronze,1.0,13,26,1,0,0.379,0.087,2024-02-05,8,Summer,0,15,1,86.2,0.102,6,50,Social,Store,644.8199999999999,660.0,532.24,0.526,3.05,18-30,Medium,0.9,2,1,2024,225,2023-06,8
C08977,New,2023-09-04,46,Male,Manufacturing,48949,Bachelor,Married,1,Product_A,1,31.14,0.369,PayPal,408,25024,0.462,33.5,Silver,1.7,5,5,1,2,0.318,0.104,2023-09-27,12,Summer,0,4,1,75.0,0.013,2,95,Email,Online,257.448,408.0,263.41,0.524,1.98,46-60,Low,0.9,9,3,2023,23,2023-09,0
C08978,Regular,2023-08-20,41,Female,Healthcare,108848,Bachelor,Divorced,6,Product_E,1,194.52,0.169,Credit Card,1410,39773,0.484,44.5,Silver,3.0,1,75,1,1,0.372,0.664,2024-05-21,15,Fall,0,32,1,59.1,0.047,1,62,Direct,Online,1171.71,1410.0,641.5,0.67,11.01,31-45,High,1.1,5,2,2024,275,2023-08,9
C08979,New,2023-09-04,51,Female,IT,200392,Master,Divorced,3,Product_E,5,22.45,0.278,Bank Transfer,240,13227,0.356,6.5,Bronze,1.0,5,4,0,0,0.178,0.222,2024-08-28,12,Winter,1,44,1,94.8,0.007,4,58,Social,Store,173.28,48.0,228.05,0.318,1.47,46-60,Low,1.4,8,3,2024,359,2023-09,11
C08980,Regular,2024-01-01,38,Female,Healthcare,28646,Bachelor,Married,1,Product_D,2,150.1,0.176,PayPal,3102,8005,0.261,31.5,Silver,3.8,5,11,1,3,0.472,0.335,2024-01-22,16,Winter,0,42,1,77.4,0.17,4,183,Direct,Online,2556.0480000000002,1551.0,43.74,0.636,4.42,31-45,Premium,1.4,1,1,2024,21,2024-01,0
C08981,New,2023-09-11,37,Female,Retail,34245,Bachelor,Divorced,3,Product_B,2,25.84,0.497,Credit Card,498,7406,0.064,17.9,Bronze,1.2,9,85,0,0,0.761,0.028,2024-09-23,14,Spring,1,100,1,89.5,0.058,1,50,Email,Online,250.494,249.0,148.12,0.39,0.64,31-45,Medium,1.2,9,3,2024,378,2023-09,12
C08982,VIP,2023-09-26,62,Male,Education,38618,Bachelor,Single,5,Product_D,1,141.25,0.14,Digital Wallet,100,1046,0.916,1.9,Bronze,1.0,1,6,1,0,0.908,0.187,2024-11-23,3,Winter,1,10,1,96.1,0.028,4,122,Social,Online,86.0,100.0,8.57,0.725,0.75,60+,Low,1.4,11,4,2024,424,2023-09,14
C08983,Regular,2023-07-05,40,Male,Retail,47126,Bachelor,Married,5,Product_C,1,84.68,0.414,Credit Card,119,3371,0.223,6.2,Bronze,1.0,2,17,1,5,0.301,0.378,2023-12-28,14,Spring,0,156,1,94.9,0.006,2,59,Social,Online,69.73400000000001,119.0,57.14,0.594,0.45,31-45,Low,1.2,12,4,2023,176,2023-07,5
C08984,New,2023-10-16,54,Male,IT,25000,Master,Married,3,Product_E,1,19.36,0.189,PayPal,2967,7148,0.602,45.2,Silver,3.0,1,15,1,0,0.732,0.076,2023-10-19,17,Summer,0,30,1,58.0,0.031,2,166,Email,Online,2406.2369999999996,2967.0,43.06,0.634,10.76,46-60,Premium,0.9,10,4,2023,3,2023-10,0
C08985,Regular,2023-03-12,38,Male,Healthcare,36748,Master,Single,1,Product_B,5,63.68,0.192,Bank Transfer,285,20935,0.256,39.0,Silver,2.4,1,11,1,0,0.213,0.144,2023-11-25,14,Fall,0,79,0,67.6,0.031,4,127,Social,App,230.28,57.0,164.84,0.501,0.57,31-45,Low,1.1,11,4,2023,258,2023-03,8
C08986,Regular,2023-12-19,66,Male,Other,57807,Master,Divorced,3,Product_E,3,48.04,0.178,Credit Card,2287,34965,0.204,38.8,Silver,3.5,7,10,1,0,0.395,0.246,2023-03-04,18,Winter,1,84,1,67.8,0.012,9,57,Search,Store,1879.9140000000002,762.33,613.42,0.587,8.19,60+,Premium,1.4,3,1,2023,-290,2023-12,-9
C08987,New,2023-11-09,31,Male,Education,120623,High School,Divorced,4,Product_B,2,82.26,0.251,Credit Card,538,26115,0.665,37.1,Silver,2.3,11,7,1,1,0.218,0.098,2023-01-29,11,Spring,0,44,1,70.2,0.097,13,50,Search,Online,402.962,269.0,522.3,0.491,7.16,31-45,Medium,1.2,1,1,2023,-284,2023-11,-10
C08988,New,2023-05-22,32,Female,Retail,62331,High School,Married,1,Product_E,2,44.52,0.214,PayPal,1089,59472,0.352,49.2,Silver,1.9,3,64,0,0,0.195,0.037,2024-08-27,16,Summer,0,1,1,51.3,0.0,29,85,Search,App,855.9540000000001,544.5,699.67,0.235,4.51,31-45,High,0.9,8,3,2024,463,2023-05,15
C08989,New,2023-06-23,64,Female,Education,25000,Bachelor,Single,1,Product_D,4,49.27,0.231,PayPal,711,8325,0.157,24.6,Bronze,1.5,16,8,0,0,0.502,0.066,2023-02-16,8,Fall,0,6,1,84.5,0.026,3,50,Referral,Online,546.759,177.75,166.5,0.366,2.23,60+,Medium,1.1,2,1,2023,-127,2023-06,-4
C08990,Regular,2023-09-16,35,Female,IT,138362,Bachelor,Married,2,Product_E,2,12.58,0.218,Credit Card,3495,26078,0.276,28.4,Silver,3.0,1,0,1,0,0.62,0.298,2023-05-12,8,Spring,0,32,1,80.9,0.102,7,122,Email,Online,2733.09,1747.5,213.75,0.675,7.91,31-45,Premium,1.2,5,2,2023,-127,2023-09,-4
C08991,Regular,2023-04-30,66,Male,Finance,92633,High School,Married,2,Product_B,1,54.78,0.195,Credit Card,3312,36268,0.512,33.7,Silver,3.3,3,25,1,0,0.098,0.229,2024-01-11,17,Spring,0,4,0,74.7,0.117,24,138,Social,Store,2666.16,3312.0,262.81,0.484,12.29,60+,Premium,1.2,1,1,2024,256,2023-04,9
C08992,New,2023-07-31,55,Male,Education,110765,PhD,Married,1,Product_D,5,87.16,0.206,Credit Card,2092,94327,0.381,55.7,Gold,3.9,12,15,1,1,0.678,0.302,2023-12-24,10,Winter,1,18,0,40.7,0.155,6,176,Social,Online,1661.048,418.4,535.95,0.686,4.53,46-60,Premium,1.4,12,4,2023,146,2023-07,5
C08993,Regular,2023-02-07,39,Female,Healthcare,48019,Bachelor,Single,5,Product_E,1,20.2,0.25,PayPal,100,1028,0.707,2.4,Bronze,1.0,8,32,0,0,0.596,0.49,2024-08-20,14,Summer,1,65,1,96.0,0.083,9,94,Search,App,75.0,100.0,10.94,0.508,0.75,31-45,Low,0.9,8,3,2024,560,2023-02,18
C08994,Regular,2023-10-02,18,Female,Healthcare,63983,High School,Married,1,Product_B,3,46.27,0.13,Bank Transfer,335,30591,0.693,30.8,Silver,1.3,10,175,0,1,0.158,0.297,2023-01-28,19,Spring,0,138,1,78.3,0.022,0,50,Search,Online,291.45,111.67,611.82,0.241,4.64,18-30,Low,1.2,1,1,2023,-247,2023-10,-9
C08995,New,2023-12-15,41,Female,Manufacturing,105913,Bachelor,Single,1,Product_E,1,10.0,0.106,Digital Wallet,1163,92395,0.306,50.0,Silver,2.8,1,74,0,3,0.466,0.053,2024-10-02,21,Winter,1,5,0,50.1,0.076,3,227,Referral,Online,1039.722,1163.0,407.03,0.315,1.57,31-45,High,1.4,10,4,2024,292,2023-12,10
C08996,New,2023-09-20,43,Female,Retail,60363,Bachelor,Married,2,Product_C,2,44.96,0.27,Digital Wallet,1908,19101,0.509,48.7,Silver,2.6,11,144,1,0,0.43,0.06,2023-12-16,8,Winter,0,67,0,52.2,0.017,5,61,Email,Online,1392.84,954.0,313.13,0.468,15.92,31-45,High,1.4,12,4,2023,87,2023-09,3
C08997,New,2023-12-24,59,Female,IT,84819,High School,Married,1,Product_A,1,41.28,0.106,Credit Card,160,10466,0.162,7.1,Bronze,1.0,8,57,1,0,0.292,0.239,2024-01-25,13,Winter,1,11,1,94.6,0.041,2,65,Referral,App,143.04,160.0,161.02,0.528,0.4,46-60,Low,1.4,1,1,2024,32,2023-12,1
C08998,New,2023-04-09,65,Female,Other,25000,High School,Single,2,Product_C,1,30.2,0.127,Credit Card,1008,6045,0.394,46.6,Silver,2.5,5,76,1,1,0.278,0.468,2023-04-10,15,Summer,1,55,0,55.7,0.011,1,75,Referral,Store,879.984,1008.0,80.6,0.582,5.3,60+,High,0.9,4,2,2023,1,2023-04,0
C08999,VIP,2023-08-14,31,Male,IT,25000,Master,Single,2,Product_D,1,44.01,0.11,Credit Card,6093,6794,0.316,47.6,Silver,5.0,8,45,0,3,0.37,0.112,2024-03-14,13,Summer,0,88,1,54.0,0.024,2,110,Search,Store,5422.77,6093.0,61.76,0.32,17.5,31-45,Premium,0.9,3,1,2024,213,2023-08,7
C09000,Regular,2023-05-30,54,Female,Healthcare,112310,High School,Married,1,Product_B,2,33.17,0.181,Credit Card,445,60599,0.208,47.7,Silver,2.7,1,86,1,0,0.055,0.265,2023-12-20,15,Fall,0,57,0,53.9,0.045,11,112,Email,Phone,364.455,222.5,541.06,0.449,0.83,46-60,Medium,1.1,12,4,2023,204,2023-05,7
C09001,New,2023-06-09,53,Female,Healthcare,170154,High School,Single,4,Product_D,2,50.86,0.015,PayPal,440,10014,0.339,9.9,Bronze,1.0,5,27,1,3,0.062,0.576,2024-01-01,15,Spring,0,21,1,93.6,0.043,8,50,Social,Online,433.4,220.0,200.28,0.577,2.98,46-60,Medium,1.2,1,1,2024,206,2023-06,7
C09002,Regular,2023-10-05,58,Female,Retail,25000,Master,Married,2,Product_E,4,230.36,0.074,Bank Transfer,988,4671,0.112,18.5,Bronze,1.8,6,2,1,0,0.881,0.192,2024-02-26,17,Fall,0,13,1,89.1,0.04,0,78,Social,Store,914.888,247.0,59.88,0.721,1.42,46-60,High,1.1,2,1,2024,144,2023-10,4
C09003,Regular,2023-10-17,49,Male,Finance,25000,Master,Married,4,Product_E,4,57.63,0.286,Digital Wallet,1347,4387,0.49,29.8,Silver,2.6,1,43,1,0,0.226,0.068,2023-12-26,15,Spring,0,169,0,79.3,0.043,2,50,Search,Online,961.7579999999999,336.75,87.74,0.465,13.2,46-60,High,1.2,12,4,2023,70,2023-10,2
C09004,VIP,2023-03-27,18,Male,Retail,67605,Master,Single,3,Product_D,4,69.83,0.42,Credit Card,994,4645,0.247,8.2,Bronze,1.5,2,6,0,3,0.14,0.386,2023-02-27,18,Fall,1,27,1,94.2,0.064,1,127,Search,Online,576.5200000000001,248.5,36.57,0.355,1.93,18-30,High,1.1,2,1,2023,-28,2023-03,-1
C09005,Regular,2023-04-08,39,Male,Other,67535,Master,Single,5,Product_D,5,110.78,0.386,Credit Card,1247,32534,0.606,37.5,Silver,2.5,17,4,1,1,0.28,0.195,2024-11-08,18,Spring,0,55,1,69.8,0.085,5,162,Social,Online,765.658,249.4,200.83,0.54,4.66,31-45,High,1.2,11,4,2024,580,2023-04,19
C09006,Regular,2023-11-14,24,Male,Finance,73042,High School,Single,3,Product_A,1,39.03,0.241,Credit Card,2055,13786,0.294,33.5,Silver,3.2,2,57,1,5,0.279,0.301,2023-09-08,18,Fall,1,60,1,75.0,0.081,1,380,Social,Store,1559.7450000000001,2055.0,36.28,0.543,1.59,18-30,Premium,1.1,9,3,2023,-67,2023-11,-2
C09007,Regular,2023-07-13,38,Male,Education,35257,Bachelor,Married,7,Product_D,1,38.32,0.178,Bank Transfer,930,13430,0.262,45.3,Silver,2.4,7,64,1,0,0.301,0.099,2023-09-11,13,Summer,0,102,1,57.7,0.051,0,79,Referral,App,764.46,930.0,170.0,0.485,3.08,31-45,Medium,0.9,9,3,2023,60,2023-07,2
C09008,Regular,2023-01-20,56,Male,Other,61509,Master,Married,1,Product_E,3,50.02,0.178,Bank Transfer,835,8485,0.392,9.7,Bronze,1.1,2,6,1,0,0.371,0.347,2023-08-29,13,Fall,0,75,0,93.6,0.005,0,105,Search,App,686.37,278.33,80.81,0.612,3.12,46-60,Medium,1.1,8,3,2023,221,2023-01,7
C09009,Regular,2023-05-25,46,Male,Finance,101407,Master,Married,2,Product_A,1,94.95,0.28,PayPal,138,7731,0.598,6.8,Bronze,1.4,3,14,0,0,0.301,0.053,2024-10-25,14,Fall,1,32,1,94.7,0.048,6,61,Email,Store,99.36,138.0,126.74,0.299,1.35,46-60,Low,1.1,10,4,2024,519,2023-05,17
C09010,Regular,2023-03-08,59,Female,Manufacturing,55883,PhD,Married,3,Product_C,3,237.3,0.148,PayPal,1389,21403,0.362,36.5,Silver,2.5,1,11,1,0,0.469,0.035,2023-11-16,13,Winter,1,1,1,71.2,0.043,14,52,Search,Store,1183.4279999999999,463.0,411.6,0.545,9.67,46-60,High,1.4,11,4,2023,253,2023-03,8
C09011,VIP,2023-05-18,47,Female,Other,88129,High School,Married,5,Product_D,3,35.72,0.298,Credit Card,822,22102,0.368,22.6,Bronze,1.6,1,31,1,0,0.711,0.053,2024-08-29,14,Winter,0,35,1,86.2,0.013,7,139,Direct,App,577.044,274.0,159.01,0.612,2.18,46-60,Medium,1.4,8,3,2024,469,2023-05,15
C09012,New,2023-05-17,22,Male,Education,97243,Master,Married,4,Product_B,2,17.75,0.163,Digital Wallet,234,15523,0.38,24.5,Bronze,1.0,8,16,0,1,0.566,0.225,2023-03-28,15,Fall,0,71,1,84.5,0.034,0,85,Social,Store,195.858,117.0,182.62,0.429,1.05,18-30,Low,1.1,3,1,2023,-50,2023-05,-2
C09013,New,2023-06-16,18,Non-binary,Education,101258,Bachelor,Divorced,5,Product_B,2,73.61,0.463,Digital Wallet,100,6748,0.184,4.3,Bronze,1.0,1,62,1,3,0.276,0.248,2024-12-05,13,Fall,0,20,1,95.5,0.041,2,50,Email,Online,53.69999999999999,50.0,134.96,0.523,0.37,18-30,Low,1.1,12,4,2024,538,2023-06,18
C09014,New,2023-01-03,44,Female,Healthcare,25000,Bachelor,Single,3,Product_B,1,24.7,0.133,Bank Transfer,869,4404,0.422,15.1,Bronze,1.0,8,5,0,0,0.638,0.018,2023-03-09,11,Winter,0,100,1,91.1,0.042,1,50,Social,Online,753.423,869.0,88.08,0.394,7.33,31-45,Medium,1.4,3,1,2023,65,2023-01,2
C09015,Regular,2023-04-04,38,Male,IT,87556,High School,Married,1,Product_E,1,124.53,0.088,Credit Card,2642,47291,0.733,34.9,Silver,3.5,8,63,0,2,0.178,0.027,2023-11-09,20,Summer,0,12,1,73.2,0.122,2,92,Search,App,2409.504,2642.0,514.03,0.227,21.05,31-45,Premium,0.9,11,4,2023,219,2023-04,7
C09016,Regular,2023-06-29,27,Male,IT,25000,High School,Married,1,Product_C,1,74.48,0.187,Bank Transfer,1742,12745,0.732,61.8,Gold,4.1,5,107,1,0,0.731,0.054,2023-04-28,15,Winter,0,1,0,31.3,0.002,3,379,Email,Online,1416.2459999999999,1742.0,33.63,0.577,3.36,18-30,High,1.4,4,2,2023,-62,2023-06,-2
C09017,New,2023-07-19,18,Female,Manufacturing,88559,High School,Married,4,Product_C,1,133.85,0.245,PayPal,186,14329,0.212,8.5,Bronze,1.0,6,9,0,1,0.251,0.281,2023-12-12,12,Fall,1,12,1,94.1,0.002,2,236,Email,App,140.43,186.0,60.72,0.355,0.17,18-30,Low,1.1,12,4,2023,146,2023-07,5
C09018,Regular,2023-09-12,30,Male,Manufacturing,88309,Bachelor,Single,4,Product_C,2,247.83,0.056,PayPal,807,14999,0.368,8.8,Bronze,1.0,3,19,1,5,0.445,0.058,2023-06-23,7,Spring,1,68,1,94.0,0.115,13,260,Referral,Store,761.808,403.5,57.69,0.54,1.14,18-30,Medium,1.2,6,2,2023,-81,2023-09,-3
C09019,Regular,2023-11-24,39,Male,Healthcare,237806,High School,Married,1,Product_B,2,17.16,0.167,Credit Card,1092,69186,0.506,18.1,Bronze,1.9,1,19,0,0,0.428,0.53,2023-01-21,9,Spring,0,32,1,89.3,0.052,14,115,Social,Online,909.636,546.0,601.62,0.477,4.8,31-45,High,1.2,1,1,2023,-307,2023-11,-10
C09020,VIP,2023-02-01,51,Female,IT,52991,Bachelor,Single,1,Product_B,3,18.83,0.294,PayPal,1789,42860,0.382,58.7,Gold,4.6,3,37,1,0,0.438,0.286,2024-07-05,13,Fall,0,123,0,35.9,0.017,2,50,Direct,Store,1263.0339999999999,596.33,857.2,0.597,13.67,46-60,High,1.1,7,3,2024,520,2023-02,17
C09021,New,2023-03-21,44,Male,Manufacturing,47995,Master,Married,3,Product_C,3,23.92,0.087,PayPal,811,11018,0.152,32.7,Silver,2.1,5,42,1,0,0.138,0.326,2023-11-30,18,Fall,1,12,0,76.0,0.002,0,50,Referral,Online,740.443,270.33,220.36,0.516,2.47,31-45,Medium,1.1,11,4,2023,254,2023-03,8
C09022,Regular,2023-03-03,66,Female,Manufacturing,25194,High School,Married,3,Product_C,1,157.78,0.167,PayPal,1176,1494,0.345,10.2,Bronze,1.2,12,3,0,1,0.483,0.01,2023-02-08,10,Spring,0,27,1,93.4,0.075,1,105,Social,Store,979.608,1176.0,14.23,0.346,3.86,60+,High,1.2,2,1,2023,-23,2023-03,-1
C09023,VIP,2023-09-03,26,Female,Education,25000,Bachelor,Widowed,1,Product_D,5,29.93,0.088,PayPal,1109,3931,0.366,12.9,Bronze,1.0,3,9,1,0,0.44,0.471,2024-04-16,11,Fall,1,10,1,92.2,0.111,4,137,Referral,Phone,1011.408,221.8,28.69,0.668,2.96,18-30,High,1.1,4,2,2024,226,2023-09,7
C09024,VIP,2023-09-22,55,Female,Retail,73723,High School,Divorced,4,Product_E,2,228.01,0.24,Digital Wallet,6222,64958,0.351,50.6,Gold,4.8,1,0,1,5,0.194,0.046,2024-11-04,14,Fall,1,47,0,48.9,0.142,0,50,Search,Online,4728.72,3111.0,1299.16,0.472,43.68,46-60,Premium,1.1,11,4,2024,409,2023-09,14
C09025,VIP,2023-03-30,42,Male,Manufacturing,64959,Master,Single,5,Product_C,1,20.45,0.262,Credit Card,2155,27251,0.002,23.6,Bronze,2.8,1,43,1,0,0.606,0.091,2024-03-08,16,Winter,0,38,1,85.3,0.114,0,128,Search,Online,1590.3899999999999,2155.0,212.9,0.586,0.03,31-45,Premium,1.4,3,1,2024,344,2023-03,12
C09026,Regular,2023-11-13,52,Male,Other,32489,High School,Married,4,Product_E,1,31.3,0.112,PayPal,512,12889,0.198,51.3,Gold,3.3,6,2,1,1,0.388,0.273,2024-08-04,16,Fall,0,180,1,47.8,0.013,0,130,Search,Store,454.656,512.0,99.15,0.597,0.78,46-60,Medium,1.1,8,3,2024,265,2023-11,9
C09027,Regular,2023-06-20,35,Male,Finance,89747,PhD,Married,3,Product_A,1,57.34,0.357,Bank Transfer,513,30996,0.102,38.9,Silver,2.6,9,18,1,0,0.659,0.432,2024-06-11,10,Summer,0,52,0,67.7,0.01,2,58,Referral,Online,329.859,513.0,534.41,0.717,0.9,31-45,Medium,0.9,6,2,2024,357,2023-06,12
C09028,VIP,2023-10-28,58,Female,Education,42177,High School,Widowed,4,Product_E,2,49.9,0.033,PayPal,575,5840,0.16,11.8,Bronze,1.0,6,8,1,0,0.677,0.073,2024-03-07,15,Fall,1,5,1,92.7,0.027,0,50,Direct,Store,556.025,287.5,116.8,0.621,1.84,46-60,Medium,1.1,3,1,2024,131,2023-10,5
C09029,Regular,2023-10-12,46,Male,IT,44240,Master,Single,4,Product_A,1,92.36,0.046,PayPal,928,33713,0.249,38.8,Silver,3.1,1,37,1,0,0.245,0.114,2023-10-01,6,Spring,0,138,1,67.8,0.004,27,176,Search,Store,885.312,928.0,191.55,0.487,1.31,46-60,Medium,1.2,10,4,2023,-11,2023-10,0
C09030,Regular,2023-10-07,31,Male,Retail,85002,High School,Married,2,Product_D,1,133.01,0.36,Bank Transfer,145,1153,0.47,2.7,Bronze,1.0,9,52,0,0,0.484,0.715,2023-01-21,16,Winter,0,6,1,95.9,0.05,13,50,Referral,Online,92.8,145.0,23.06,0.531,1.36,31-45,Low,1.4,1,1,2023,-259,2023-10,-9
C09031,Regular,2023-02-06,41,Male,Education,25000,Bachelor,Divorced,2,Product_E,1,89.4,0.076,Credit Card,796,11486,0.69,23.5,Bronze,1.1,2,44,1,2,0.146,0.014,2024-12-13,20,Fall,0,5,1,85.4,0.044,3,120,Direct,App,735.504,796.0,95.72,0.424,4.58,31-45,Medium,1.1,12,4,2024,676,2023-02,22
C09032,Regular,2023-07-23,38,Female,Other,105497,PhD,Single,2,Product_A,1,61.6,0.029,Bank Transfer,287,44576,0.45,28.0,Silver,1.1,21,38,1,0,0.507,0.801,2024-04-25,13,Summer,0,17,0,81.3,0.012,0,50,Search,Online,278.677,287.0,891.52,0.772,2.58,31-45,Low,0.9,4,2,2024,277,2023-07,9
C09033,New,2023-02-25,49,Female,IT,25000,Bachelor,Single,2,Product_B,2,17.91,0.061,Bank Transfer,570,4818,0.404,26.4,Silver,1.6,2,14,1,4,0.454,0.042,2024-08-25,15,Spring,0,1,1,82.8,0.084,0,134,Search,Online,535.23,285.0,35.96,0.541,1.72,46-60,Medium,1.2,8,3,2024,547,2023-02,18
C09034,New,2023-01-02,24,Male,IT,25000,Bachelor,Married,1,Product_C,2,42.44,0.364,PayPal,404,2564,0.546,14.7,Bronze,1.0,1,1,1,0,0.475,0.307,2023-01-23,8,Winter,0,33,1,91.3,0.055,5,161,Email,Online,256.944,202.0,15.93,0.634,1.37,18-30,Low,1.4,1,1,2023,21,2023-01,0
C09035,Regular,2023-04-30,41,Male,Manufacturing,41130,Master,Single,4,Product_A,2,63.75,0.408,Credit Card,982,24767,0.09,38.0,Silver,2.4,3,4,1,0,0.283,0.144,2023-11-21,16,Winter,0,53,1,69.0,0.003,1,84,Referral,Online,581.344,491.0,294.85,0.526,1.05,31-45,High,1.4,11,4,2023,205,2023-04,7
C09036,Regular,2023-08-13,47,Male,Retail,25000,Master,Married,4,Product_E,5,25.15,0.304,Bank Transfer,655,12329,0.193,44.2,Silver,3.1,5,47,1,0,0.11,0.188,2024-01-22,17,Spring,0,100,0,59.5,0.026,0,202,Referral,Online,455.88,131.0,61.03,0.464,0.63,46-60,Medium,1.2,1,1,2024,162,2023-08,5
C09037,New,2023-07-30,42,Male,Education,25000,Bachelor,Single,4,Product_B,1,48.13,0.331,Bank Transfer,161,2335,0.297,6.9,Bronze,1.0,6,1,1,2,0.184,0.155,2024-08-07,7,Fall,0,19,1,94.7,0.026,0,125,Search,Online,107.709,161.0,18.68,0.501,0.38,31-45,Low,1.1,8,3,2024,374,2023-07,13
C09038,Regular,2023-04-17,62,Female,Finance,35888,Master,Single,5,Product_A,3,39.78,0.261,Bank Transfer,10000,22029,0.538,62.3,Gold,5.0,8,17,1,1,0.313,0.0,2024-02-04,14,Winter,0,16,0,30.6,0.03,2,50,Email,Online,7390.0,3333.33,440.58,0.485,107.6,60+,Premium,1.4,2,1,2024,293,2023-04,10
C09039,Regular,2023-03-24,53,Male,Manufacturing,25000,Bachelor,Single,1,Product_C,1,36.64,0.033,Credit Card,5253,13595,0.488,42.9,Silver,5.0,1,23,0,1,0.574,0.008,2023-11-27,11,Fall,0,5,1,61.6,0.136,0,154,Search,Store,5079.651,5253.0,88.28,0.362,16.65,46-60,Premium,1.1,11,4,2023,248,2023-03,8
C09040,Regular,2023-10-29,41,Non-binary,Manufacturing,40958,High School,Married,2,Product_C,4,125.39,0.103,Credit Card,1138,22636,0.094,35.9,Silver,1.9,1,12,1,0,0.494,0.112,2024-08-09,14,Winter,0,17,0,71.9,0.099,1,181,Email,Store,1020.7860000000001,284.5,125.06,0.575,0.59,31-45,High,1.4,8,3,2024,285,2023-10,10
C09041,Regular,2023-05-30,45,Female,IT,56881,High School,Single,1,Product_A,3,153.12,0.246,Credit Card,1019,28955,0.102,39.2,Silver,2.3,7,69,1,4,0.369,0.01,2023-04-11,17,Winter,0,45,1,67.3,0.03,0,99,Direct,Store,768.326,339.67,292.47,0.476,1.05,31-45,High,1.4,4,2,2023,-49,2023-05,-1
C09042,Regular,2023-01-02,46,Non-binary,Other,70848,High School,Married,3,Product_B,2,24.99,0.341,Bank Transfer,655,16121,0.568,17.4,Bronze,1.0,7,35,1,0,0.484,0.092,2024-05-15,18,Fall,0,1,1,89.8,0.06,12,50,Social,Store,431.64500000000004,327.5,322.42,0.554,7.44,46-60,Medium,1.1,5,2,2024,499,2023-01,16
C09043,Regular,2023-04-25,48,Male,Other,46607,High School,Married,1,Product_D,1,104.26,0.109,Credit Card,1038,14880,0.231,24.9,Bronze,2.0,1,1,1,0,0.387,0.239,2023-04-13,13,Winter,0,122,1,84.2,0.101,1,120,Direct,Online,924.8580000000001,1038.0,124.0,0.587,2.0,46-60,High,1.4,4,2,2023,-12,2023-04,0
